SAMPLE	ROLE	FAMILY	HAP1	HAP2
HG01596_hap1	hap1	HG01596	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG01596_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG01596_1.paf
HG01596_hap2	hap2	HG01596	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01596_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01596_2.paf
HG01596_hap2	hap2	HG01596	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG01596_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG01596_2.paf
HG01613_hap1	hap1	HG01613	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01613_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01613_1.paf
HG01613_hap2	hap2	HG01613	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01613_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01613_2.paf
HG01615_hap1	hap1	HG01615	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01615_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01615_1.paf
HG01615_hap2	hap2	HG01615	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01615_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01615_2.paf
HG01695_hap1	hap1	HG01695	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01695_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01695_1.paf
HG01695_hap2	hap2	HG01695	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01695_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01695_2.paf
HG01784_hap1	hap1	HG01784	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01784_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01784_1.paf
HG01784_hap2	hap2	HG01784	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01784_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01784_2.paf
HG01786_hap1	hap1	HG01786	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01786_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01786_1.paf
HG01786_hap2	hap2	HG01786	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01786_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01786_2.paf
HG01790_hap1	hap1	HG01790	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01790_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01790_1.paf
HG01790_hap2	hap2	HG01790	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01790_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01790_2.paf
HG01797_hap1	hap1	HG01797	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01797_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01797_1.paf
HG01797_hap2	hap2	HG01797	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01797_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01797_2.paf
HG01801_hap1	hap1	HG01801	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01801_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01801_1.paf
HG01801_hap2	hap2	HG01801	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01801_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01801_2.paf
HG01812_hap1	hap1	HG01812	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01812_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01812_1.paf
HG01812_hap2	hap2	HG01812	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01812_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01812_2.paf
HG01843_hap1	hap1	HG01843	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01843_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01843_1.paf
HG01843_hap2	hap2	HG01843	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01843_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01843_2.paf
HG01844_hap1	hap1	HG01844	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01844_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01844_1.paf
HG01844_hap2	hap2	HG01844	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01844_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01844_2.paf
HG01858_hap1	hap1	HG01858	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01858_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01858_1.paf
HG01858_hap2	hap2	HG01858	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01858_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01858_2.paf
HG01862_hap1	hap1	HG01862	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01862_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01862_1.paf
HG01862_hap2	hap2	HG01862	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01862_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01862_2.paf
HG01868_hap1	hap1	HG01868	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01868_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01868_1.paf
HG01868_hap2	hap2	HG01868	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01868_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01868_2.paf
HG01874_hap1	hap1	HG01874	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01874_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01874_1.paf
HG01874_hap2	hap2	HG01874	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01874_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01874_2.paf
HG01878_hap1	hap1	HG01878	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01878_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01878_1.paf
HG01878_hap2	hap2	HG01878	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01878_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG01878_2.paf
HG01884_hap1	hap1	HG01884	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01884_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01884_1.paf
HG01884_hap2	hap2	HG01884	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01884_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01884_2.paf
HG01890_hap1	hap1	HG01890	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01890_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01890_1.paf
HG01890_hap1	hap1	HG01890	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG01890_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG01890_1.paf
HG01890_hap2	hap2	HG01890	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01890_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01890_2.paf
HG01890_hap2	hap2	HG01890	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG01890_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG01890_2.paf
HG01891_hap1	hap1	HG01891	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01891_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01891_1.paf
HG01891_hap2	hap2	HG01891	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01891_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01891_2.paf
HG01928_hap1	hap1	HG01928	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01928_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01928_1.paf
HG01928_hap2	hap2	HG01928	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01928_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01928_2.paf
HG01934_hap1	hap1	HG01934	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01934_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01934_1.paf
HG01934_hap2	hap2	HG01934	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01934_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01934_2.paf
HG01940_hap1	hap1	HG01940	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01940_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01940_1.paf
HG01940_hap2	hap2	HG01940	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01940_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01940_2.paf
HG01943_hap1	hap1	HG01943	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01943_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01943_1.paf
HG01943_hap2	hap2	HG01943	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01943_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01943_2.paf
HG01952_hap1	hap1	HG01952	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01952_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01952_1.paf
HG01952_hap2	hap2	HG01952	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01952_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01952_2.paf
HG01960_hap1	hap1	HG01960	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01960_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01960_1.paf
HG01960_hap2	hap2	HG01960	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01960_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01960_2.paf
HG01969_hap1	hap1	HG01969	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01969_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01969_1.paf
HG01969_hap2	hap2	HG01969	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01969_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01969_2.paf
HG01975_hap1	hap1	HG01975	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01975_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01975_1.paf
HG01975_hap2	hap2	HG01975	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01975_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01975_2.paf
HG01978_hap1	hap1	HG01978	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01978_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01978_1.paf
HG01978_hap2	hap2	HG01978	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01978_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01978_2.paf
HG01981_hap1	hap1	HG01981	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01981_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01981_1.paf
HG01981_hap2	hap2	HG01981	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01981_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01981_2.paf
HG01993_hap1	hap1	HG01993	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01993_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01993_1.paf
HG01993_hap2	hap2	HG01993	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01993_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG01993_2.paf
HG02004_hap1	hap1	HG02004	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02004_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02004_1.paf
HG02004_hap2	hap2	HG02004	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02004_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02004_2.paf
HG02011_hap1	hap1	HG02011	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02011_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02011_1.paf
HG02011_hap1	hap1	HG02011	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG02011_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG02011_1.paf
HG02011_hap2	hap2	HG02011	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02011_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02011_2.paf
HG02011_hap2	hap2	HG02011	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG02011_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG02011_2.paf
HG02015_hap1	hap1	HG02015	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02015_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02015_1.paf
HG02015_hap2	hap2	HG02015	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02015_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02015_2.paf
HG02018_hap1	hap1	HG02018	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02018_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02018_1.paf
HG02018_hap1	hap1	HG02018	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG02018_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG02018_1.paf
HG02018_hap2	hap2	HG02018	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02018_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02018_2.paf
HG02018_hap2	hap2	HG02018	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG02018_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG02018_2.paf
HG02027_hap1	hap1	HG02027	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02027_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02027_1.paf
HG02027_hap2	hap2	HG02027	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02027_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02027_2.paf
HG02040_hap1	hap1	HG02040	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02040_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02040_1.paf
HG02040_hap2	hap2	HG02040	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02040_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG02040_2.paf
HG02048_hap1	hap1	HG02048	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG02048_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG02048_1.paf
HG02048_hap2	hap2	HG02048	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG02048_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG02048_2.paf
HG02049_hap1	hap1	HG02049	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG02049_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG02049_1.paf
HG02049_hap2	hap2	HG02049	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG02049_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG02049_2.paf
HG02051_hap1	hap1	HG02051	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG02051_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG02051_1.paf
